"Maçã",False
"Laranja",False
"Banana Prata",False
"Banana da Terra",False
"Pera",False
"Limão",False
"Uva",False
"Batata",False
"Cenoura",False
"Beterraba",False
"Alface",False
"Tomate",False
"Rúcula",False
"Alho",False
"Cebola",False
"Coentro",False
"Cebolinha",False
"Abóbora",False
"Melancia",False
