"Café em pó",False
"Café Solúvel",False
"Café em capsulas",False
"Achocolatado",False
"Leite Caixinha",False
"Leite em Pó",False
"Iogurte",False
"Manteiga",False
"Requeijão Cremoso",False
"Geléia",False
"Adoçante",False
"Açúcar",False
"Cereal Matinal",False
"Barra de Cereais",False
"Granola",False
"Pão",False
"Biscoito Doce",False
"Biscoito Salgado",False
"Queijo",False
"Presunto",False
