"Detergente",False
"Esponja",False
"Palha de aço",False
"Limpador multiuso",False
"Sabão para lava louça",False
"Sabão em barra",False
"Sabão em pó",False
"Sabão líquido",False
"Amaciante",False
"Água Sanitária",False
"Pano de chão",False
"Lustra móveis",False
"Limpa vidro",False
"Sacos de lixo",False
"Flanela",False
