"Canela",False
"Pimenta do reino",False
"Molho de Pimenta",False
"Ervas Frescas",False
"Manjericão",False
"Orégano",False
"Azeite de Oliva",False
"Queijo Ralado",False
"Mostarda",False
"Catchup",False
