"Sal",False
"Arroz",False
"Feijão",False
"Macarrão",False
"Farinha de Trigo",False
"Farinha de Mandioca",False
"Fermento",False
"Óleo vegetal",False
"Creme de leite",False
"Leite Condesado",False
"Caldo pronto",False
"Molho de Tomate",False
"Extrato de Tomate",False
"Carne",False
"Peixe",False
"Frango",False
"Carne moída",False
"Kibe",False
"Nuggets",False
"Almondegas",False
